_id,product,user,author,content,check,isReply,deleted,createDate,__v,replies[0],replies[1],replies[2]
6688db8fa8a0edb176d22222,6627e330aa4178073b256de2,664770ea4f2a06a02e610a9b,Nguyễn Duy Nguyễn,Time Lapse hay còn được gọi là tua nhanh thời gian là một kỹ thuật ghép nhiều bức ảnh lại với tốc độ rất nhanh giúp người xem thấy sự việc chuyển động trong khung hình đó như trôi qua nhiều giai đoạn khác nhau chỉ trong thời gian ngắn,true,false,false,06/07/2024 12:52:15,3,6688dc7b51690133ceb47f74,6688dca651690133ceb48035,6688dd0451690133ceb4855f
6688dc7b51690133ceb47f74,6627e330aa4178073b256de2,664770ea4f2a06a02e610a9b,Nguyễn Duy Nguyễn,Time Lapse hay còn được gọi là tua nhanh thời gian là một kỹ thuật ghép nhiều bức ảnh lại với tốc độ rất nhanh giúp người xem thấy sự việc chuyển động trong khung hình đó như trôi qua nhiều giai đoạn khác nhau chỉ trong thời gian ngắn Time Lapse hay còn được gọi là tua nhanh thời gian là một kỹ thuật ghép nhiều bức ảnh lại với tốc độ rất nhanh giúp người xem thấy sự việc chuyển động trong khung hình đó như trôi qua nhiều giai đoạn khác nhau chỉ trong thời gian ngắn,true,true,false,06/07/2024 12:56:11,0,,,
6688dca651690133ceb48035,6627e330aa4178073b256de2,664770ea4f2a06a02e610a9b,Nguyễn Duy Nguyễn,Tuyệt,true,true,false,06/07/2024 12:56:54,0,,,
6688dd0451690133ceb4855f,6627e330aa4178073b256de2,6663358474be2634bef7c782,Nguyễn Duy Nguyễn,Tài khoản khách Tài khoản khách Tài khoản khách Tài khoản khách Tài khoản khách Tài khoản khách Tài khoản khách Tài khoản khách Tài khoản khách Tài khoản khách Tài khoản khách Tài khoản khách ,true,true,true,06/07/2024 12:58:28,0,,,
6688e6a89e1251e399df328c,664dae6b4f231df17a6b6786,6663358474be2634bef7c782,Nguyễn Duy Nguyễn,Tận hưởng sự đột phá với DidongGenz - Hành trình vượt bậc vào thế giới công nghệ di động của chúng tôi,true,false,false,06/07/2024 13:39:36,2,6688e7319e1251e399df333d,6688e7619e1251e399df3469,
6688e7319e1251e399df333d,664dae6b4f231df17a6b6786,664770ea4f2a06a02e610a9b,Nguyễn Duy Nguyễn,Oki,true,true,true,06/07/2024 13:41:53,0,,,
6688e7619e1251e399df3469,664dae6b4f231df17a6b6786,664770ea4f2a06a02e610a9b,Nguyễn Duy Nguyễn,Tận hưởng sự đột phá với DidongGenz - Hành trình vượt bậc vào thế giới công nghệ di động của chúng tôi Tận hưởng sự đột phá với DidongGenz - Hành trình vượt bậc vào thế giới công nghệ di động của chúng tôi,true,true,false,06/07/2024 13:42:41,0,,,
668a2ad3d94cea33f6a45b1f,66277abdaa4178073b2565e0,664770ea4f2a06a02e610a9b,Nguyễn Duy Nguyễn,Tận hưởng sự đột phá với DidongGenz - Hành trình vượt bậc vào thế giới công nghệ di động của chúng tôi!,true,false,false,07/07/2024 12:42:43,2,668a2afed94cea33f6a45b5c,668a2b41d94cea33f6a45cca,
668a2afed94cea33f6a45b5c,66277abdaa4178073b2565e0,664770ea4f2a06a02e610a9b,Nguyễn Duy Nguyễn,Tận hưởng sự đột phá với DidongGenz - Hành trình vượt bậc vào thế giới công nghệ di động của chúng tôi!Tận hưởng sự đột phá với DidongGenz - Hành trình vượt bậc vào thế giới công nghệ di động của chúng tôi!Tận hưởng sự đột phá với DidongGenz - Hành trình vượt bậc vào thế giới công nghệ di động của chúng tôi!,true,true,true,07/07/2024 12:43:26,0,,,
668a2b41d94cea33f6a45cca,66277abdaa4178073b2565e0,664770ea4f2a06a02e610a9b,Nguyễn Duy Nguyễn,Tận hưởng sự đột phá với DidongGenz - Hành trình vượt bậc vào thế giới công nghệ di động của chúng tôi!,true,true,false,07/07/2024 12:44:33,0,,,
